kb_kyoden_search_1,kb_kyoden_search_2,no_haisyutu,nm_hpannounce,nm_houjin1,nm_houjin2,nm_kyoten,cd_ken,nm_ken,ad_address1,ad_address2,ad_address3,nm_address,nm_address_search,no_tel,ad_latitude,ad_longitude,map_url
1,0,2100002070,,（株）フジ電気商会,,（株）フジ電気商会　,13,東京都,練馬区,中村北３−２２−１１,,東京都練馬区中村北３−２２−１１,東京都練馬区中村北３−２２−１１,03-3998-4515,35.736141204833984,139.63885498046875,https://map.yahoo.co.jp/search?q=東京都練馬区中村北３−２２−１１
1,0,2100002073,,株式会社どりーむ館,,株式会社どりーむ館　,13,東京都,練馬区,貫井３−１４−８,,東京都練馬区貫井３−１４−８,東京都練馬区貫井３−１４−８,03-3999-7848,35.73675537109375,139.62893676757812,https://map.yahoo.co.jp/search?q=東京都練馬区貫井３−１４−８
1,0,2100002127,,（株）サテライト・ウェイブ,サテラ平和台,（株）サテライト・ウェイブ　サテラ平和台,13,東京都,練馬区,早宮２−１６−３２,,東京都練馬区早宮２−１６−３２,東京都練馬区早宮２−１６−３２,03-3559-2411,35.7568359375,139.65542602539062,https://map.yahoo.co.jp/search?q=東京都練馬区早宮２−１６−３２
1,0,2100002129,,（株）花園電気,,（株）花園電気　,13,東京都,練馬区,中村１−７−１４,,東京都練馬区中村１−７−１４,東京都練馬区中村１−７−１４,03-3999-6356,35.73196792602539,139.64808654785156,https://map.yahoo.co.jp/search?q=東京都練馬区中村１−７−１４
1,0,2100002145,,（有）マイコニック,,（有）マイコニック　,13,東京都,練馬区,上石神井４−１０−３３,,東京都練馬区上石神井４−１０−３３,東京都練馬区上石神井４−１０−３３,03-3928-1938,35.727474212646484,139.5900115966797,https://map.yahoo.co.jp/search?q=東京都練馬区上石神井４−１０−３３
1,0,2100002163,,佐藤電機（株）,商品管理課　家電部,佐藤電機（株）　商品管理課　家電部,13,東京都,北区,豊島１−３０−３,佐藤電機ビル１Ｆ倉庫,東京都北区豊島１−３０−３佐藤電機ビル１Ｆ倉庫,東京都北区豊島１−３０−３,03-3911-8161,35.75674057006836,139.74093627929688,https://map.yahoo.co.jp/search?q=東京都北区豊島１−３０−３
1,0,2100002170,,（有）フタバ,フタバデンキショップ山田,（有）フタバ　フタバデンキショップ山田,13,東京都,北区,西ケ原３−５７−９,,東京都北区西ケ原３−５７−９,東京都北区西ケ原３−５７−９,03-3910-1785,35.74350357055664,139.7382354736328,https://map.yahoo.co.jp/search?q=東京都北区西ケ原３−５７−９
1,0,2100002171,,（株）フクダヤ,,（株）フクダヤ　,13,東京都,北区,滝野川６−４５−２,,東京都北区滝野川６−４５−２,東京都北区滝野川６−４５−２,03-3916-0325,35.74633026123047,139.72476196289062,https://map.yahoo.co.jp/search?q=東京都北区滝野川６−４５−２
1,0,2100002217,,（有）田中無線,,（有）田中無線　,13,東京都,品川区,西品川２−２３−１３,,東京都品川区西品川２−２３−１３,東京都品川区西品川２−２３−１３,03-3491-2826,35.61216735839844,139.72476196289062,https://map.yahoo.co.jp/search?q=東京都品川区西品川２−２３−１３
1,0,2100002219,,（有）小沢電機商会,,（有）小沢電機商会　,13,東京都,品川区,大崎１−２０−１６,小林ビル１０１,東京都品川区大崎１−２０−１６小林ビル１０１,東京都品川区大崎１−２０−１６,03-3491-2374,35.61819839477539,139.73095703125,https://map.yahoo.co.jp/search?q=東京都品川区大崎１−２０−１６
1,0,2100002341,,（株）優工社,でんきのユーコー社,（株）優工社　でんきのユーコー社,13,東京都,大田区,蒲田２−６−４,,東京都大田区蒲田２−６−４,東京都大田区蒲田２−６−４,03-3732-1616,35.56748580932617,139.72706604003906,https://map.yahoo.co.jp/search?q=東京都大田区蒲田２−６−４
1,0,2100002395,,関戸電気商会,,関戸電気商会　,13,東京都,目黒区,東山３−１４−１,,東京都目黒区東山３−１４−１,東京都目黒区東山３−１４−１,03-3713-1957,35.65031814575195,139.68521118164062,https://map.yahoo.co.jp/search?q=東京都目黒区東山３−１４−１
1,0,2100002416,,（株）星野電機商会,,（株）星野電機商会　,13,東京都,目黒区,目黒４−１２−３,,東京都目黒区目黒４−１２−３,東京都目黒区目黒４−１２−３,03-3711-3873,35.6312370300293,139.70286560058594,https://map.yahoo.co.jp/search?q=東京都目黒区目黒４−１２−３
1,0,2100002440,,スズキデンキ,,スズキデンキ　,13,東京都,目黒区,原町２−９−８,,東京都目黒区原町２−９−８,東京都目黒区原町２−９−８,03-3713-8234,35.615943908691406,139.69158935546875,https://map.yahoo.co.jp/search?q=東京都目黒区原町２−９−８
1,0,2100002583,,（有）ソノベ電機商会,,（有）ソノベ電機商会　,13,東京都,練馬区,豊玉北３−６−３,桜台フラワーホーム１１２,東京都練馬区豊玉北３−６−３桜台フラワーホーム１１２,東京都練馬区豊玉北３−６−３,03-3992-0025,35.732276916503906,139.66287231445312,https://map.yahoo.co.jp/search?q=東京都練馬区豊玉北３−６−３
1,0,2100002612,,（有）セキネデンキ,,（有）セキネデンキ　,13,東京都,世田谷区,中町４−８−５,,東京都世田谷区中町４−８−５,東京都世田谷区中町４−８−５,03-3701-5543,35.61906051635742,139.6424102783203,https://map.yahoo.co.jp/search?q=東京都世田谷区中町４−８−５
1,0,2100002657,,矢崎電機（株）,,矢崎電機（株）　,13,東京都,渋谷区,代々木１−１３−９,アン黒岩１０１,東京都渋谷区代々木１−１３−９アン黒岩１０１,東京都渋谷区代々木１−１３−９,03-3375-1486,35.682193756103516,139.69981384277344,https://map.yahoo.co.jp/search?q=東京都渋谷区代々木１−１３−９
1,0,2100002664,,（株）リビングニホンドウ,,（株）リビングニホンドウ　,13,東京都,渋谷区,南平台町３−１５,,東京都渋谷区南平台町３−１５,東京都渋谷区南平台町３−１５,03-3461-8269,35.65547561645508,139.69692993164062,https://map.yahoo.co.jp/search?q=東京都渋谷区南平台町３−１５
1,0,2100002710,,（有）佐藤電気商会,,（有）佐藤電気商会　,13,東京都,新宿区,高田馬場３−１３−１,,東京都新宿区高田馬場３−１３−１,東京都新宿区高田馬場３−１３−１,03-3367-0310,35.712520599365234,139.69992065429688,https://map.yahoo.co.jp/search?q=東京都新宿区高田馬場３−１３−１
1,0,2100002818,,（有）三光社,,（有）三光社　,13,東京都,三鷹市,下連雀３−３２−１９,コスモ三鷹中央通り１０２号,東京都三鷹市下連雀３−３２−１９コスモ三鷹中央通り１０２号,東京都三鷹市下連雀３−３２−１９,0422-44-1503,35.6992073059082,139.56088256835938,https://map.yahoo.co.jp/search?q=東京都三鷹市下連雀３−３２−１９
1,0,2100002848,,（有）アタックマルオデンキ,,（有）アタックマルオデンキ　,13,東京都,調布市,国領町７−３５−８,,東京都調布市国領町７−３５−８,東京都調布市国領町７−３５−８,042-484-1354,35.643775939941406,139.5604248046875,https://map.yahoo.co.jp/search?q=東京都調布市国領町７−３５−８
1,0,2100002856,,（株）熊谷電機,,（株）熊谷電機　,13,東京都,府中市,美好町１−２５−１１,,東京都府中市美好町１−２５−１１,東京都府中市美好町１−２５−１１,042-362-5026,35.67188262939453,139.46971130371094,https://map.yahoo.co.jp/search?q=東京都府中市美好町１−２５−１１
1,0,2100002877,,（株）ダイヤモンド無線,,（株）ダイヤモンド無線　,13,東京都,府中市,緑町３−８−９,,東京都府中市緑町３−８−９,東京都府中市緑町３−８−９,042-361-6078,35.67067337036133,139.49423217773438,https://map.yahoo.co.jp/search?q=東京都府中市緑町３−８−９
1,0,2100002938,,パナピットヤマカワ,,パナピットヤマカワ　,13,東京都,立川市,一番町２−３６−１５,,東京都立川市一番町２−３６−１５,東京都立川市一番町２−３６−１５,042-531-5174,35.72791290283203,139.3744354248047,https://map.yahoo.co.jp/search?q=東京都立川市一番町２−３６−１５
1,0,2100002943,,（有）ナカジマ電機,,（有）ナカジマ電機　,13,東京都,東大和市,芋窪４−１７４４−８,,東京都東大和市芋窪４−１７４４−８,東京都東大和市芋窪４−１７４４−８,042-565-8470,35.75482177734375,139.41201782226562,https://map.yahoo.co.jp/search?q=東京都東大和市芋窪４−１７４４−８
1,0,2100002968,,株式会社イトウ,ライフテクト　イトウ,株式会社イトウ　ライフテクト　イトウ,13,東京都,八王子市,中野町２７２８−１７,,東京都八王子市中野町２７２８−１７,東京都八王子市中野町２７２８−１７,042-624-7568,35.67931365966797,139.316650390625,https://map.yahoo.co.jp/search?q=東京都八王子市中野町２７２８−１７
1,0,2100002984,,株式会社こやまでんき,パナピットこやまでんき,株式会社こやまでんき　パナピットこやまでんき,13,東京都,八王子市,長房町３３５−４,,東京都八王子市長房町３３５−４,東京都八王子市長房町３３５−４,042-664-4196,35.65851974487305,139.29937744140625,https://map.yahoo.co.jp/search?q=東京都八王子市長房町３３５−４
1,0,2100003044,,生活彩館フジデン,,生活彩館フジデン　,13,東京都,羽村市,川崎２−１−２６,,東京都羽村市川崎２−１−２６,東京都羽村市川崎２−１−２６,042-555-2702,35.75377655029297,139.3191680908203,https://map.yahoo.co.jp/search?q=東京都羽村市川崎２−１−２６
1,0,2100003051,,（株）ミナミ電気,五日市店,（株）ミナミ電気　五日市店,13,東京都,あきる野市,五日市２０,,東京都あきる野市五日市２０,東京都あきる野市五日市２０,042-596-1326,35.72844314575195,139.22225952148438,https://map.yahoo.co.jp/search?q=東京都あきる野市五日市２０
1,0,2100003093,,（有）ツヅキ電気商会,パナピットツヅキ,（有）ツヅキ電気商会　パナピットツヅキ,13,東京都,東村山市,栄町３−１６−２６,,東京都東村山市栄町３−１６−２６,東京都東村山市栄町３−１６−２６,042-391-0237,35.74557113647461,139.46751403808594,https://map.yahoo.co.jp/search?q=東京都東村山市栄町３−１６−２６
1,0,2100003191,,パナピット　さこう,,パナピット　さこう　,13,東京都,日野市,日野７７７３−５７１,,東京都日野市日野７７７３−５７１,東京都日野市日野７７７３−５７１,042-584-5033,35.6807746887207,139.41192626953125,https://map.yahoo.co.jp/search?q=東京都日野市日野７７７３−５７１
1,0,2100003200,,（有）石井電機,,（有）石井電機　,13,東京都,日野市,高幡６６６,,東京都日野市高幡６６６,東京都日野市高幡６６６,042-591-0367,35.66368865966797,139.40786743164062,https://map.yahoo.co.jp/search?q=東京都日野市高幡６６６
1,0,2100003220,,（株）大久保無線電機,,（株）大久保無線電機　,13,東京都,清瀬市,松山２−１４−１８,,東京都清瀬市松山２−１４−１８,東京都清瀬市松山２−１４−１８,042-491-0139,35.77301025390625,139.51324462890625,https://map.yahoo.co.jp/search?q=東京都清瀬市松山２−１４−１８
1,0,2100003271,,（株）ヤスダ電器,でんきのヤスダ,（株）ヤスダ電器　でんきのヤスダ,13,東京都,八王子市,初沢町１２２７−４,高尾パークハイツＡ１０６号,東京都八王子市初沢町１２２７−４高尾パークハイツＡ１０６号,東京都八王子市初沢町１２２７−４,042-665-6258,35.64236831665039,139.28501892089844,https://map.yahoo.co.jp/search?q=東京都八王子市初沢町１２２７−４
1,0,2200003147,,（有）立川電気,,（有）立川電気　,13,東京都,墨田区,京島１−２７−５,,東京都墨田区京島１−２７−５,東京都墨田区京島１−２７−５,03-3611-3511,35.716163635253906,139.81961059570312,https://map.yahoo.co.jp/search?q=東京都墨田区京島１−２７−５
1,0,2200003180,,（株）金子電気,,（株）金子電気　,13,東京都,北区,西ケ原１−３−７,,東京都北区西ケ原１−３−７,東京都北区西ケ原１−３−７,03-3910-0660,35.74043655395508,139.7473907470703,https://map.yahoo.co.jp/search?q=東京都北区西ケ原１−３−７
1,0,2200003218,,（株）内田電気,府中車返団地店,（株）内田電気　府中車返団地店,13,東京都,府中市,白糸台５−２５−１,車返団地２−１５−１０５,東京都府中市白糸台５−２５−１車返団地２−１５−１０５,東京都府中市白糸台５−２５−１,042-367-0081,35.66152572631836,139.51150512695312,https://map.yahoo.co.jp/search?q=東京都府中市白糸台５−２５−１
1,0,2200003251,,（株）アサヒソニック,,（株）アサヒソニック　,13,東京都,中野区,南台２−２９−２,,東京都中野区南台２−２９−２,東京都中野区南台２−２９−２,03-3381-1566,35.68350601196289,139.6695556640625,https://map.yahoo.co.jp/search?q=東京都中野区南台２−２９−２
1,0,2200003259,,（株）ミタカ電器,,（株）ミタカ電器　,13,東京都,武蔵野市,西久保２−２２−３,,東京都武蔵野市西久保２−２２−３,東京都武蔵野市西久保２−２２−３,0422-51-1504,35.70924758911133,139.55662536621094,https://map.yahoo.co.jp/search?q=東京都武蔵野市西久保２−２２−３
1,0,2200003557,,（有）ミナトライトクラノ,,（有）ミナトライトクラノ　,13,東京都,港区,芝５−１２−４,セントラル三田ハイツ１０４,東京都港区芝５−１２−４セントラル三田ハイツ１０４,東京都港区芝５−１２−４,03-3451-8709,35.64925003051758,139.74549865722656,https://map.yahoo.co.jp/search?q=東京都港区芝５−１２−４
1,0,2200003655,,加藤電気,,加藤電気　,13,東京都,目黒区,下目黒３−１９−９−１０１,,東京都目黒区下目黒３−１９−９−１０１,東京都目黒区下目黒３−１９−９−１０１,03-6303-1842,35.62763977050781,139.7098846435547,https://map.yahoo.co.jp/search?q=東京都目黒区下目黒３−１９−９−１０１
1,0,2200003749,,生活彩館ニシムラ,ニシムラデンキ,生活彩館ニシムラ　ニシムラデンキ,13,東京都,多摩市,馬引沢２−１２−７,カズヤハイツ１Ｆ,東京都多摩市馬引沢２−１２−７カズヤハイツ１Ｆ,東京都多摩市馬引沢２−１２−７,042-374-5149,35.630889892578125,139.45457458496094,https://map.yahoo.co.jp/search?q=東京都多摩市馬引沢２−１２−７
1,0,2200003770,,（有）かわむらでんき,,（有）かわむらでんき　,13,東京都,葛飾区,東金町４−３０−７,,東京都葛飾区東金町４−３０−７,東京都葛飾区東金町４−３０−７,03-3627-2811,35.77687072753906,139.8770751953125,https://map.yahoo.co.jp/search?q=東京都葛飾区東金町４−３０−７
1,0,2200003807,,（有）山根電機商会,新やまね電気設備,（有）山根電機商会　新やまね電気設備,13,東京都,足立区,小台２−２５−１４,,東京都足立区小台２−２５−１４,東京都足立区小台２−２５−１４,03-3919-3325,35.75836944580078,139.75816345214844,https://map.yahoo.co.jp/search?q=東京都足立区小台２−２５−１４
1,0,2200003900,,大島テレビ商会,,大島テレビ商会　,13,東京都,江東区,大島３−２７−２７,,東京都江東区大島３−２７−２７,東京都江東区大島３−２７−２７,03-3683-3954,35.690799713134766,139.8310546875,https://map.yahoo.co.jp/search?q=東京都江東区大島３−２７−２７
1,0,2200003955,,あんしん電気,,あんしん電気　,13,東京都,中央区,日本橋人形町２−１４−２,,東京都中央区日本橋人形町２−１４−２,東京都中央区日本橋人形町２−１４−２,03-3666-5986,35.68437957763672,139.7847900390625,https://map.yahoo.co.jp/search?q=東京都中央区日本橋人形町２−１４−２
1,0,2200004090,,（株）シグマ,シグマ代田,（株）シグマ　シグマ代田,13,東京都,世田谷区,代田１−３４−１５,舘コーポ１Ｆ,東京都世田谷区代田１−３４−１５舘コーポ１Ｆ,東京都世田谷区代田１−３４−１５,03-3412-4572,35.653934478759766,139.6632080078125,https://map.yahoo.co.jp/search?q=東京都世田谷区代田１−３４−１５
1,0,2200004114,,（有）芳康商事,くらしテック　ミヨシヤ久我山店,（有）芳康商事　くらしテック　ミヨシヤ久我山店,13,東京都,杉並区,久我山３−２２−１４,,東京都杉並区久我山３−２２−１４,東京都杉並区久我山３−２２−１４,03-3331-3448,35.686065673828125,139.59934997558594,https://map.yahoo.co.jp/search?q=東京都杉並区久我山３−２２−１４
1,0,2200004219,,（有）ヤマザキ電化　梅屋敷店,,（有）ヤマザキ電化　梅屋敷店　,13,東京都,大田区,大森中２−３−１１,,東京都大田区大森中２−３−１１,東京都大田区大森中２−３−１１,03-3765-5555,35.567256927490234,139.73097229003906,https://map.yahoo.co.jp/search?q=東京都大田区大森中２−３−１１
1,0,2200004279,,山田電化ハウス（株）,,山田電化ハウス（株）　,13,東京都,足立区,西新井栄町３−７−３,,東京都足立区西新井栄町３−７−３,東京都足立区西新井栄町３−７−３,03-3887-2247,35.776466369628906,139.78192138671875,https://map.yahoo.co.jp/search?q=東京都足立区西新井栄町３−７−３
1,0,2200004329,,（株）今井,,（株）今井　,13,東京都,荒川区,西尾久２−３５−７,,東京都荒川区西尾久２−３５−７,東京都荒川区西尾久２−３５−７,03-3893-7749,35.7494010925293,139.76229858398438,https://map.yahoo.co.jp/search?q=東京都荒川区西尾久２−３５−７
1,0,2200004338,,サトウデンキ,,サトウデンキ　,13,東京都,調布市,仙川町１−１６−１２,,東京都調布市仙川町１−１６−１２,東京都調布市仙川町１−１６−１２,03-3300-5016,35.660221099853516,139.58570861816406,https://map.yahoo.co.jp/search?q=東京都調布市仙川町１−１６−１２
1,0,4100000077,,（株）アイリスプラザ　ダイユニカンパニー,ユニハードウェア大谷田店,（株）アイリスプラザ　ダイユニカンパニー　ユニハードウェア大谷田店,13,東京都,足立区,大谷田５−３１,,東京都足立区大谷田５−３１,東京都足立区大谷田５−３１,03-5697-2155,35.7836799621582,139.83792114257812,https://map.yahoo.co.jp/search?q=東京都足立区大谷田５−３１
1,0,4100000358,,コジマ×ビックカメラ　イオン昭島ショッピングセンター店,２階レジカウンター（電話機、カメラ、ＰＣ、掃除機、充電池）,コジマ×ビックカメラ　イオン昭島ショッピングセンター店　２階レジカウンター（電話機、カメラ、ＰＣ、掃除機、充電池）,13,東京都,昭島市,宮沢町５００−１,イオン昭島ショッピングセンター２Ｆ,東京都昭島市宮沢町５００−１イオン昭島ショッピングセンター２Ｆ,東京都昭島市宮沢町５００−１,042-545-2005,35.71649169921875,139.3739471435547,https://map.yahoo.co.jp/search?q=東京都昭島市宮沢町５００−１
1,0,4100000359,,コジマ×ビックカメラ上板橋店,２階レジカウンター,コジマ×ビックカメラ上板橋店　２階レジカウンター,13,東京都,板橋区,上板橋３−１４−２０,,東京都板橋区上板橋３−１４−２０,東京都板橋区上板橋３−１４−２０,03-5399-2271,35.76539611816406,139.67446899414062,https://map.yahoo.co.jp/search?q=東京都板橋区上板橋３−１４−２０
1,0,4100000362,,コジマ×ビックカメラ小平店,１階サポートカウンター,コジマ×ビックカメラ小平店　１階サポートカウンター,13,東京都,小平市,小川東町１−５−１８,,東京都小平市小川東町１−５−１８,東京都小平市小川東町１−５−１８,042-346-0111,35.73213195800781,139.46507263183594,https://map.yahoo.co.jp/search?q=東京都小平市小川東町１−５−１８
1,0,4100000364,,コジマ×ビックカメラ高島平店,２階レジカウンター、４階レジカウンター,コジマ×ビックカメラ高島平店　２階レジカウンター、４階レジカウンター,13,東京都,板橋区,徳丸７−２５−８,,東京都板橋区徳丸７−２５−８,東京都板橋区徳丸７−２５−８,03-5399-8051,35.78167724609375,139.66311645507812,https://map.yahoo.co.jp/search?q=東京都板橋区徳丸７−２５−８
1,0,4100000366,,コジマ×ビックカメラ豊玉店,２階レジカウンター、３階レジカウンター,コジマ×ビックカメラ豊玉店　２階レジカウンター、３階レジカウンター,13,東京都,練馬区,豊玉中２−２８−１０,,東京都練馬区豊玉中２−２８−１０,東京都練馬区豊玉中２−２８−１０,03-5999-5520,35.73015594482422,139.6574249267578,https://map.yahoo.co.jp/search?q=東京都練馬区豊玉中２−２８−１０
1,0,4100000368,,コジマ×ビックカメラ江戸川店,２階レジカウンター、３階レジカウンター,コジマ×ビックカメラ江戸川店　２階レジカウンター、３階レジカウンター,13,東京都,江戸川区,中央１−８−４,,東京都江戸川区中央１−８−４,東京都江戸川区中央１−８−４,03-5607-7555,35.70942306518555,139.86856079101562,https://map.yahoo.co.jp/search?q=東京都江戸川区中央１−８−４
1,0,4100000370,,コジマ×ビックカメラ東大和店,２階レジカウンター、２階サービスカウンター、３階レジカウンター,コジマ×ビックカメラ東大和店　２階レジカウンター、２階サービスカウンター、３階レジカウンター,13,東京都,東大和市,高木３−３７８−３,,東京都東大和市高木３−３７８−３,東京都東大和市高木３−３７８−３,042-562-6711,35.74759292602539,139.4344024658203,https://map.yahoo.co.jp/search?q=東京都東大和市高木３−３７８−３
1,0,4100000371,,コジマ×ビックカメラ井草店,２階レジカウンター、３階レジカウンター,コジマ×ビックカメラ井草店　２階レジカウンター、３階レジカウンター,13,東京都,杉並区,井草３−１７−１０,,東京都杉並区井草３−１７−１０,東京都杉並区井草３−１７−１０,03-3301-6971,35.72779083251953,139.6138458251953,https://map.yahoo.co.jp/search?q=東京都杉並区井草３−１７−１０
1,0,4100000372,,コジマ×ビックカメラ用賀店,１階レジカウンター,コジマ×ビックカメラ用賀店　１階レジカウンター,13,東京都,世田谷区,用賀２−２０−１２,,東京都世田谷区用賀２−２０−１２,東京都世田谷区用賀２−２０−１２,03-5491-2611,35.62586975097656,139.63685607910156,https://map.yahoo.co.jp/search?q=東京都世田谷区用賀２−２０−１２
1,0,4100000446,,（株）ヤマダデンキ,テックランドＮｅｗ八王子別所店,（株）ヤマダデンキ　テックランドＮｅｗ八王子別所店,13,東京都,八王子市,別所２−５６,（ぐりーんうぉーく多摩内）,東京都八王子市別所２−５６（ぐりーんうぉーく多摩内）,東京都八王子市別所２−５６,042-678-7080,35.611900329589844,139.39599609375,https://map.yahoo.co.jp/search?q=東京都八王子市別所２−５６
1,0,4100000499,,（株）エディオン,ＡＫＩＢＡ,（株）エディオン　ＡＫＩＢＡ,13,東京都,千代田区,外神田１−２−９,,東京都千代田区外神田１−２−９,東京都千代田区外神田１−２−９,03-3257-1100,35.69809341430664,139.7710418701172,https://map.yahoo.co.jp/search?q=東京都千代田区外神田１−２−９
1,0,4100001077,,（株）ヤマダデンキ,マツヤデンキ　テックランド羽村店,（株）ヤマダデンキ　マツヤデンキ　テックランド羽村店,13,東京都,羽村市,栄町１−１２−７,,東京都羽村市栄町１−１２−７,東京都羽村市栄町１−１２−７,042-579-1211,35.773433685302734,139.30770874023438,https://map.yahoo.co.jp/search?q=東京都羽村市栄町１−１２−７
1,0,4100001278,,コジマ×ビックカメラ善福寺店,２階レジカウンター,コジマ×ビックカメラ善福寺店　２階レジカウンター,13,東京都,杉並区,善福寺１−３４−２４,サミットストア善福寺店２Ｆ,東京都杉並区善福寺１−３４−２４サミットストア善福寺店２Ｆ,東京都杉並区善福寺１−３４−２４,03-5310-3500,35.71622848510742,139.59718322753906,https://map.yahoo.co.jp/search?q=東京都杉並区善福寺１−３４−２４
