自治体ID,自治体名,row_no,行種別,施設名,所在地,備考,施設URL,自治体ホームページURL,セクション順
chiyoda,千代田区,1,回収拠点,千代田区役所5階環境政策課窓口,九段南1-2-1,月曜日～金曜日（閉庁日は、土曜日・日曜日・祝日、12月29日～翌年1月3日）午前8時30分～午後5時,,https://www.city.chiyoda.lg.jp/koho/kurashi/gomi/stockyards.html,1
chiyoda,千代田区,2,回収拠点,麹町出張所ストックヤード,麹町2-8,月曜日～金曜日（閉庁日は、土曜日・日曜日・祝日、12月29日～翌年1月3日）午前8時30分～午後5時,,https://www.city.chiyoda.lg.jp/koho/kurashi/gomi/stockyards.html,1
chiyoda,千代田区,3,回収拠点,富士見出張所ストックヤード,富士見1-6-7,月曜日～金曜日（閉庁日は、土曜日・日曜日・祝日、12月29日～翌年1月3日）午前8時30分～午後5時,,https://www.city.chiyoda.lg.jp/koho/kurashi/gomi/stockyards.html,1
chiyoda,千代田区,4,回収拠点,神田公園出張所ストックヤード,神田司町2-2,月曜日～金曜日（閉庁日は、土曜日・日曜日・祝日、12月29日～翌年1月3日）午前8時30分～午後5時,,https://www.city.chiyoda.lg.jp/koho/kurashi/gomi/stockyards.html,1
chiyoda,千代田区,5,回収拠点,和泉橋出張所ストックヤード,神田佐久間町1-11-7,月曜日～金曜日（閉庁日は、土曜日・日曜日・祝日、12月29日～翌年1月3日）午前8時30分～午後5時,,https://www.city.chiyoda.lg.jp/koho/kurashi/gomi/stockyards.html,1
chiyoda,千代田区,6,回収拠点,西神田コスモス館ストックヤード,西神田2-6-2西神田コスモス館地下1階,毎日（12月29日～翌年1月3日を除く）午前7時～午後10時,,https://www.city.chiyoda.lg.jp/koho/kurashi/gomi/stockyards.html,1
chiyoda,千代田区,7,回収拠点,千代田清掃事務所,外神田1-1-6,月曜日～土曜日（12月31日～翌年1月3日を除く）午前7時40分～午後5時（土曜日・祝日、12月29日・30日＝午後4時まで）,,https://www.city.chiyoda.lg.jp/koho/kurashi/gomi/stockyards.html,1
chiyoda,千代田区,8,回収拠点,千代田清掃事務所飯田橋車庫,飯田橋3-13-2,月曜日～土曜日（12月29日～1月3日を除く）午前7時40分～午後4時,,https://www.city.chiyoda.lg.jp/koho/kurashi/gomi/stockyards.html,1
chiyoda,千代田区,9,回収拠点,リサイクルセンター鎌倉橋,内神田2-1-8スポーツセンター地下1階,毎月1日～25日（閉庁日は月曜日、26日～月末、1月1日～4日）午前10時～午後6時,,https://www.city.chiyoda.lg.jp/koho/kurashi/gomi/stockyards.html,1
chuo,中央区,1,回収拠点,明石小学校,明石町1番15号,毎週土曜日の午前9時30分から午前11時30分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,2,回収拠点,中央清掃事務所,京橋一丁目19番6号,毎週土曜日の午前9時30分から午前11時30分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,3,回収拠点,泰明小学校,銀座五丁目1番13号,毎週土曜日の午前9時30分から午前11時30分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,4,回収拠点,銀座中学校,銀座八丁目19番15号,毎週土曜日の午前9時30分から午前11時30分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,5,回収拠点,明正小学校,新川二丁目13番4号,毎週土曜日の午前9時30分から午前11時30分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,6,回収拠点,京橋築地小学校,築地二丁目13番1号,毎週土曜日の午前9時30分から午前11時30分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,7,回収拠点,中央小学校,湊一丁目4番1号,毎週土曜日の午前9時30分から午前11時30分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,8,回収拠点,有馬小学校,蛎殻町二丁目10番23号,毎週土曜日の午前9時00分から午前11時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,9,回収拠点,阪本小学校,兜町15番18号,毎週土曜日の午前9時00分から午前11時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,10,回収拠点,日本橋小学校,人形町一丁目1番17号,毎週土曜日の午前9時00分から午前11時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,11,回収拠点,日本橋中学校,東日本橋一丁目10番1号,毎週土曜日の午前9時00分から午前11時00分まで 令和7年7月5日から校舎建替工事終了まで産業会館（東日本橋二丁目22番4号）で実施,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,12,回収拠点,産業会館,東日本橋二丁目22番4号,毎週土曜日の午前9時00分から午前11時00分まで 令和7年7月5日から日本橋中学校校舎建替工事終了まで実施,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,13,回収拠点,久松小学校,久松町7番2号,毎週土曜日の午前9時00分から午前11時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,14,回収拠点,常盤小学校,本石町四丁目4番26号,毎週土曜日の午前9時00分から午前11時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,15,回収拠点,月島第二小学校,勝どき一丁目12番2号,毎週土曜日の午前10時00分から午前12時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,16,回収拠点,佃島小学校,佃二丁目3番1号,毎週土曜日の午前10時00分から午前12時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,17,回収拠点,月島第一小学校,月島四丁目15番1号,毎週土曜日の午前10時00分から午前12時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,18,回収拠点,豊海小学校,豊海町3番2号,毎週土曜日の午前10時00分から午前12時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,19,回収拠点,月島第三小学校,晴海一丁目4番1号,毎週土曜日の午前10時00分から午前12時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
chuo,中央区,20,回収拠点,晴海西小学校,晴海五丁目3番5号,毎週土曜日の午前10時00分から午前12時00分まで,,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/kyoten/kyoten.html,2
minato,港区,1,回収拠点,みなとリサイクル清掃事務所,港南三丁目9-59,,,https://www.city.minato.tokyo.jp/gomigenryou/kurashi/gomi/kate/kyoten/kuyushisetsu.html,3
minato,港区,2,回収拠点,みなとリサイクル清掃事務所作業連絡所,元麻布三丁目9-6,,,https://www.city.minato.tokyo.jp/gomigenryou/kurashi/gomi/kate/kyoten/kuyushisetsu.html,3
minato,港区,3,回収拠点,港区立エコプラザ,浜松町一丁目13-1,,,https://www.city.minato.tokyo.jp/gomigenryou/kurashi/gomi/kate/kyoten/kuyushisetsu.html,3
shinjuku,新宿区,1,回収拠点,新宿リサイクル活動センター,高田馬場4-10-2,9:00~17:00 ※月曜定休（ただし、国民の祝日に当たる月曜日は開館し、翌平日が振替休館日となります。）,,https://www.city.shinjuku.lg.jp/kankyo/gomi01_000001_00024.html,4
shinjuku,新宿区,2,回収拠点,西早稲田リサイクル活動センター,西早稲田3-19-5,10:00~17:00 ※月曜定休（ただし、国民の祝日に当たる月曜日は開館し、翌平日が振替休館日となります。）,,https://www.city.shinjuku.lg.jp/kankyo/gomi01_000001_00024.html,4
shinjuku,新宿区,3,回収拠点,ヨークフーズ早稲田店,早稲田町７４,民間施設,https://www.york-inc.com/store/waseda.html,https://www.city.shinjuku.lg.jp/kankyo/gomi01_000001_00024.html,4
shinjuku,新宿区,4,回収拠点,ヨークフーズ with ザ・ガーデン自由が丘新宿富久店,富久町１７−２,民間施設,https://www.york-inc.com/store/sinjyukumisato.html,https://www.city.shinjuku.lg.jp/kankyo/gomi01_000001_00024.html,4
shinjuku,新宿区,5,回収拠点,ヨークフーズ with ザ・ガーデン自由が丘西落合店,西落合１丁目１９−３,民間施設,https://www.york-inc.com/store/nishiochiai.html,https://www.city.shinjuku.lg.jp/kankyo/gomi01_000001_00024.html,4
bunkyo,文京区,1,説明,,,表形式の回収拠点一覧なし,,https://www.city.bunkyo.lg.jp/b038/p001035.html,5
taito,台東区,1,回収拠点,台東地区センター（いきいきプラザ）,台東1丁目25番5号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,2,回収拠点,台東区役所庁舎,東上野4丁目5番6号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,3,回収拠点,上野地区センター,池之端1丁目1番12号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,4,回収拠点,入谷地区センター,入谷1丁目15番6号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,5,回収拠点,ケアハウス松が谷,松が谷4丁目4番3号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,6,回収拠点,西部区民事務所,下谷3丁目1番30号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,7,回収拠点,三ノ輪福祉センター,三ノ輪1丁目27番11号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,8,回収拠点,特別養護老人ホーム竜泉,竜泉２丁目10番８号,第４木曜日午前９時～正午 新設,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,9,回収拠点,谷中防災コミュニティセンター （西部区民事務所谷中分室）,谷中5丁目6番5号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,10,回収拠点,特別養護老人ホーム谷中,谷中2丁目17番20号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,11,回収拠点,浅草橋地区センター,浅草橋2丁目8番7号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,12,回収拠点,南部区民事務所,寿1丁目10番12号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,13,回収拠点,環境ふれあい館ひまわり,蔵前4丁目14番6号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,14,回収拠点,くらまえ地域包括支援センター,蔵前2丁目11番3号,第４木曜日午前９時～正午 特別養護老人ホーム蔵前から移設,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,15,回収拠点,雷門地区センター,浅草1丁目37番3号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,16,回収拠点,生涯学習センター,西浅草3丁目25番16号,施設改修工事のため休止,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,17,回収拠点,浅草保健相談センター,花川戸2丁目11番10号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,18,回収拠点,北部区民事務所,浅草4丁目48番1号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,19,回収拠点,特別養護老人ホーム浅草,浅草4丁目26番2号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,20,回収拠点,千束保健福祉センター,千束3丁目28番13号,施設改修工事のため休止,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,21,回収拠点,北部区民事務所清川分室,清川1丁目23番8号,第４木曜日午前９時～正午,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
taito,台東区,22,回収拠点,台東清掃事務所,今戸1丁目6番26号,常設,,https://www.city.taito.lg.jp/kurashi/gomi/wakekata/shigenjoho/kyotenkaishu/haishokuyu.html,6
sumida,墨田区,1,回収拠点,ENEOS田実興産㈱両国ｽﾃｰｼｮﾝ,両国2-9-1,民間施設,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,2,回収拠点,江東橋保育園,緑4-35-9,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,3,回収拠点,立川児童館,立川1-5-2,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,4,回収拠点,高砂湯,立川4-11-12,民間施設,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,5,回収拠点,江東橋児童館,江東橋1-15-4,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,6,回収拠点,㈱丸井錦糸町店,江東橋3-9-10,民間施設,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,7,回収拠点,きんし保育園,江東橋4-30-2-301,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,8,回収拠点,亀沢保育園,亀沢1-27-5,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,9,回収拠点,東駒形コミュニティ会館,東駒形4-14-1,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,10,回収拠点,横川橋保育園,太平1-27-13,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,11,回収拠点,すみだ清掃事務所,業平5-6-2,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,12,回収拠点,すみだ福祉保健センター,向島3-36-7,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,13,回収拠点,すみだ清掃事務所分室,東向島5-9-11,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,14,回収拠点,東向島児童館,東向島6-6-12,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,15,回収拠点,梅若橋コミュニティ会館,堤通2-9-1,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,16,回収拠点,墨田児童会館,墨田2-30-15,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,17,回収拠点,すみだ保育園,墨田4-22-4-101,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,18,回収拠点,押上保育園,押上2-10-17,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,19,回収拠点,八広はなみずき児童館,八広4-27-8,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,20,回収拠点,東あずま保育園（仮園舎）,立花2-32-12,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,21,回収拠点,中川児童館,立花5-18-9,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,22,回収拠点,八広児童館,東墨田1-2-6,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,23,回収拠点,墨田清掃工場【1階事務所入口】,東墨田1-10-23,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
sumida,墨田区,24,回収拠点,中川保育園,東墨田2-1-15,,,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/kateikei/shigen_dashikata/sigen-kyoten.html,7
koto,江東区,1,回収拠点,湊屋酒店,永代2-23-1,民間施設,,https://www.city.koto.lg.jp/381104/kurashi/gomi/genryo/aburajisseki.html,8
koto,江東区,2,回収拠点,ほぐし処あんじぃ,大島6-12-4 高原ビル１階,民間施設,,https://www.city.koto.lg.jp/381104/kurashi/gomi/genryo/aburajisseki.html,8
koto,江東区,3,回収拠点,スポーツクラブ＆スパ ルネサンス亀戸,亀戸2-1-1 ２～4階,民間施設,,https://www.city.koto.lg.jp/381104/kurashi/gomi/genryo/aburajisseki.html,8
koto,江東区,4,回収拠点,イトーヨーカドー木場店,木場1丁目5番30号,民間施設,https://stores.itoyokado.co.jp/209,https://www.city.koto.lg.jp/381104/kurashi/gomi/genryo/aburajisseki.html,8
koto,江東区,5,回収拠点,イトーヨーカドーアリオ北砂店,北砂2丁目17番,民間施設,https://stores.itoyokado.co.jp/246,https://www.city.koto.lg.jp/381104/kurashi/gomi/genryo/aburajisseki.html,8
koto,江東区,6,回収拠点,ヨークマート東砂店,東砂1丁目3番36号,民間施設,https://www.york-inc.com/store/higasisuna.html,https://www.city.koto.lg.jp/381104/kurashi/gomi/genryo/aburajisseki.html,8
shinagawa,品川区,1,回収拠点,品川第一地域センター,北品川3-11-16,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,2,回収拠点,台場小学校,東品川1-8-30,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,3,回収拠点,三木小学校,西品川3-16-28,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,4,回収拠点,大崎第一地域センター,西五反田3-6-3,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,5,回収拠点,第一日野小学校,西五反田6-5-32,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,6,回収拠点,日野学園,東五反田2-11-1,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,7,回収拠点,第三日野小学校,上大崎1-19-19,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,8,回収拠点,後地小学校,小山2-4-6,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,9,回収拠点,小山小学校,小山5-10-6,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,10,回収拠点,第二延山小学校,旗の台1-6-1,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,11,回収拠点,大原小学校,戸越6-17-3,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,12,回収拠点,大井第一小学校,大井6-1-32,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,13,回収拠点,伊藤学園,大井5-1-37,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,14,回収拠点,鈴ケ森小学校,南大井4-16-2,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,15,回収拠点,大井第二地域センター,大井2-27-20,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,16,回収拠点,八潮地域センター,八潮5-10-27,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,17,回収拠点,浅間台小学校,南品川6-8-8,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,18,回収拠点,マイスクール西大井,西大井4-1-8,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,19,回収拠点,京陽小学校,平塚2-19-20,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,20,回収拠点,城南第二小学校,東品川3-4-5,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,21,回収拠点,立会小学校,東大井4-15-9,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,22,回収拠点,旗台小学校,旗の台4-7-11,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
