自治体ID,自治体名,row_no,行種別,施設名,所在地,備考,施設URL,自治体ホームページURL,セクション順
shinagawa,品川区,23,回収拠点,豊葉の杜学園,二葉1-3-40,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,24,回収拠点,延山小学校,西中延2-17-5,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,25,回収拠点,宮前小学校,戸越4-5-10,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,26,回収拠点,品川区役所,広町2-1-36,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,27,回収拠点,品川区清掃事務所,大崎1-14-1,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,28,回収拠点,芳水小学校,大崎3-12-22,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,29,回収拠点,伊藤小学校,西大井5-6-8,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,30,回収拠点,源氏前小学校,中延6-2-18,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,31,回収拠点,小山台小学校,小山台1-18-24,毎月第2・第4土曜日の、午前10時から正午まで,,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
shinagawa,品川区,32,回収拠点,イトーヨーカドー大井町店,大井１丁目3-6,民間施設,https://stores.itoyokado.co.jp/176,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-recycle/20190628135320.html,9
meguro,目黒区,1,回収拠点,目黒区エコプラザ,目黒一丁目25番26号（田道ふれあい館地下1階）,月曜日から土曜日の午前9時から午後5時まで,,https://www.city.meguro.tokyo.jp/kankyouhozen/kurashi/gomi/kofu.html,10
ohta,大田区,1,回収拠点,大森東特別出張所,大森南四丁目9番1号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,2,回収拠点,大森西特別出張所,大森西二丁目16番2号 区民活動支援施設大森（こらぼ大森）1階,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,3,回収拠点,馬込特別出張所,中馬込三丁目25番5号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,4,回収拠点,池上特別出張所,池上一丁目29番6号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,5,回収拠点,新井宿特別出張所,中央一丁目21番6号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,6,回収拠点,嶺町特別出張所,田園調布本町7番1号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,7,回収拠点,田園調布特別出張所,田園調布一丁目30番1号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,8,回収拠点,鵜の木特別出張所,南久が原二丁目30番5号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,9,回収拠点,久が原特別出張所,久が原四丁目12番10号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,10,回収拠点,雪谷特別出張所,東雪谷三丁目6番2号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,11,回収拠点,千束特別出張所,北千束二丁目35番8号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,12,回収拠点,六郷特別出張所,仲六郷二丁目44番11号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,13,回収拠点,矢口特別出張所,矢口二丁目21番14号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,14,回収拠点,蒲田東特別出張所,蒲田本町二丁目1番1号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,15,回収拠点,糀谷特別出張所,西糀谷二丁目14番13号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,16,回収拠点,羽田特別出張所,羽田一丁目18番13号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,17,回収拠点,スマイル大森,大森北四丁目6番7号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,18,回収拠点,大田区社会福祉センター,西蒲田七丁目49番2号,毎週水曜日（祝日・年末年始を除く）の11時から15時まで,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,19,回収拠点,グルメシティ糀谷店,西糀谷二丁目25番1号,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,20,回収拠点,京急ストア蒲田店,蒲田四丁目50番11号ウイングキッチン京急蒲田1階,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,21,回収拠点,食品館あおば本羽田店,本羽田二丁目3番1号,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,22,回収拠点,東急ストア大森店,大森北一丁目6番16号アトレ大森内,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,23,回収拠点,東急ストア蒲田プラザ店,西蒲田七丁目69番１号東急プラザB1階,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,24,回収拠点,東急ストア上池台店,上池台五丁目23番５号,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,25,回収拠点,東急ストア久が原店,久が原二丁目21番４号,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,26,回収拠点,ピーコックストア石川台店,東雪谷二丁目5番11号,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,27,回収拠点,イトーヨーカドー 大森店,大森北2丁目13-1,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
ohta,大田区,28,回収拠点,コンフォートマーケット 西馬込店,西馬込2丁目21-3,民間施設,,https://www.city.ota.tokyo.jp/seikatsu/gomi/shigentogomi/haishoku.html,11
setagaya,世田谷区,1,回収拠点,粕谷区民センター,粕谷4丁目13番6号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,2,回収拠点,上北沢地区会館,上北沢2丁目1番3号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,3,回収拠点,上祖師谷まちづくりセンター,上祖師谷2丁目7番6号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,4,回収拠点,北烏山東敬老会館,北烏山2丁目2番6号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,5,回収拠点,宇奈根地区会館,宇奈根2丁目23番20号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,6,回収拠点,鎌田区民センター,鎌田3丁目35番1号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,7,回収拠点,喜多見まちづくりセンター,喜多見5丁目11番10号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,8,回収拠点,砧まちづくりセンター,砧5丁目8番18号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,9,回収拠点,砧図書館,祖師谷3丁目10番4号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,10,回収拠点,リサイクル千歳台,千歳台1丁目1番5号,開館時間中回収,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,11,回収拠点,奥沢図書館仮事務所 （旧・奥沢まちづくりセンター）,奥沢3丁目5番7号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,12,回収拠点,奥沢地区会館,奥沢7丁目35番4号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,13,回収拠点,駒沢地区会館,駒沢3丁目13番5号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,14,回収拠点,玉川台区民センター,玉川台1丁目6番15号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,15,回収拠点,玉川総合支所,等々力3丁目4番1号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,16,回収拠点,深沢区民センター,深沢4丁目33番11号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,17,回収拠点,エコプラザ用賀,用賀4丁目7番1号,開館時間中回収,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,18,回収拠点,松沢まちづくりセンター,赤堤5丁目31番5号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,19,回収拠点,北沢地区会館,北沢3丁目3番10号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,20,回収拠点,代沢地区会館,代沢5丁目8番19号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,21,回収拠点,梅丘分庁舎,松原6丁目3番5号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午） 開館時間中回収,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,22,回収拠点,池尻地区会館（池尻複合施設）,池尻2丁目3番11号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,23,回収拠点,世田谷区役所第2庁舎,世田谷4丁目22番35号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,24,回収拠点,経堂地区会館,経堂3丁目37番13号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,25,回収拠点,下馬地区会館,下馬4丁目13番4号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,26,回収拠点,太子堂区民センター,太子堂1丁目14番20号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,27,回収拠点,中央図書館（教育会館）,弦巻3丁目16番8号,回収員手渡し方式による回収（毎月第2・4土曜日の午前10時～正午）,,https://www.city.setagaya.lg.jp/02241/402.html,12
setagaya,世田谷区,28,回収拠点,ヨークマート中町店,中町５丁目３０−１,民間施設,https://www.york-inc.com/store/nakamachi.html,https://www.city.setagaya.lg.jp/02241/402.html,12
shibuya,渋谷区,1,回収拠点,勤労福祉会館,神南1-19-8,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,2,回収拠点,新橋出張所 (入口右),恵比寿1-27-10,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,3,回収拠点,地域交流センター大向 (入口横),松濤1-26-6,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,4,回収拠点,地域交流センター二軒家,本町3-35-4,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,5,回収拠点,氷川区民会館 (2階入口),東2-20-18,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,6,回収拠点,初台区民会館 (2階入口),初台 1-33-10,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,7,回収拠点,笹塚区民会館 (1階廊下脇),笹塚 3-1-9,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,8,回収拠点,幡ヶ谷社会教育館 (1階託児室前),幡ヶ谷2-50-2,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,9,回収拠点,恵比寿社会教育館 (駐車場内),恵比寿2-27-18,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,10,回収拠点,長谷戸社会教育館(入口横),恵比寿西1-23-4,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,11,回収拠点,千駄ヶ谷社会教育館 (1階受付脇),千駄ヶ谷1-6-5,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,12,回収拠点,上原社会教育館 (1階入口),上原3-13-8,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,13,回収拠点,はつらつセンター参宮橋(1階入口横),代々木4-4-1,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,14,回収拠点,渋谷区清掃事務所（入口正面）,渋谷1-2-17,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,15,回収拠点,渋谷区清掃事務所 宇田川分室（1階入口）,宇田川町11-9,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,16,回収拠点,地域交流センター神宮前,神宮前 6-10-14,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,17,回収拠点,YCC 代々木八幡コミュニティセンター,代々木5-1-15,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,18,回収拠点,本町CC 本町コミュニティセンター,本町4-39-1,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
shibuya,渋谷区,19,回収拠点,本町リサイクルセンター,本町1-56-2,,,https://www.city.shibuya.tokyo.jp/kurashi/gomi/recycle/oil.html,13
nakano,中野区,1,回収拠点,中野区役所8階 環境課窓口,中野四丁目11番19号,平日午前8時30分から午後5時まで,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,2,回収拠点,リサイクル展示室 窓口,松が丘一丁目6番3号,平日午前8時30分から午後5時まで,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,3,回収拠点,新井区民活動センター,新井三丁目11番4号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,4,回収拠点,江古田区民活動センター,江原町二丁目3番15号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,5,回収拠点,上鷺宮区民活動センター,上鷺宮三丁目7番6号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,6,回収拠点,上高田区民活動センター,上高田二丁目11番1号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,7,回収拠点,鷺宮区民活動センター,鷺宮三丁目22番5号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,8,回収拠点,昭和区民活動センター,中野五丁目4番7号（温暖化対策推進オフィス跡施設）仮移転,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）建替え整備,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,9,回収拠点,東部区民活動センター,中央二丁目18番21号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,10,回収拠点,鍋横区民活動センター,本町五丁目47番13号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,11,回収拠点,沼袋区民活動センター,沼袋二丁目40番18号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,12,回収拠点,野方区民活動センター,野方五丁目3番1号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,13,回収拠点,東中野区民活動センター,東中野五丁目27番5号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,14,回収拠点,南中野区民活動センター,弥生町五丁目5番2号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,15,回収拠点,桃園区民活動センター,中央四丁目57番1号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,16,回収拠点,大和区民活動センター,大和町二丁目44番6号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,17,回収拠点,弥生区民活動センター,弥生町一丁目58番14号,毎月第4火曜日の午前9時から正午まで（第4火曜日が祝日の場合、直後の平日）,,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
nakano,中野区,18,回収拠点,ヨークフーズ with ザ・ガーデン自由が丘中野店,中野４丁目３−１ 中野サンクォーレ B1F,民間施設,https://www.york-inc.com/store/nakano.html,https://www.city.tokyo-nakano.lg.jp/kurashi/gomi/dashikata/kyotenkaisyu/syokuyoabura.html,14
suginami,杉並区,1,回収拠点,ごみ減量対策課,阿佐谷南1丁目15番1号 区役所西棟7階,午前8時30分～午後5時（土曜日・日曜日・祝日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,2,回収拠点,杉並清掃事務所,成田東5丁目15番20号,午前8時30分～午後5時（日曜日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,3,回収拠点,杉並清掃事務所方南支所,方南1丁目3番4号,午前8時30分～午後5時（日曜日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,4,回収拠点,杉並清掃事務所高円寺車庫,高円寺南2丁目36番31号,午前8時30分～午後4時（日曜日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,5,回収拠点,環境活動推進センター4階,高井戸東3丁目7番4号,午前9時～午後5時（水曜日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,6,回収拠点,阿佐谷地域区民センター,阿佐谷北1丁目1番1号,午前9時～午後9時（第2火曜日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,7,回収拠点,井草地域区民センター,下井草5丁目7番22号,午前9時～午後9時（第1・第3木曜日・第3木曜日の前日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,8,回収拠点,永福和泉地域区民センター,和泉3丁目8番18号,午前9時～午後9時（第2・第4水曜日・年末年始・毎月15日（館内整理日）を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,9,回収拠点,荻窪地域区民センター,荻窪2丁目34番20号,施設の改修工事に伴い、令和6年11月から令和8年9月まで休館予定 午前9時～午後9時（第2・第4月曜日・年末年始・毎月20日（館内整理日）を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,10,回収拠点,高円寺地域区民センター（セシオン杉並）,梅里1丁目22番32号,午前9時～午後9時（第2木曜日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,11,回収拠点,高井戸地域区民センター,高井戸東3丁目7番5号 高井戸市民センター,午前9時～午後9時（第2木曜日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,12,回収拠点,西荻地域区民センター,桃井4丁目3番2号,午前9時～午後9時（第2木曜日・年末年始を除く）,,https://www.city.suginami.tokyo.jp/s104/747.html,15
suginami,杉並区,13,回収拠点,ヨークフーズ阿佐谷店,阿佐谷北2丁目13番2号,民間施設,https://www.york-inc.com/store/asagaya.html,https://www.city.suginami.tokyo.jp/s104/747.html,15
toshima,豊島区,1,回収拠点,区民ひろば駒込,駒込2-2-4,毎月第4月曜日（祝日の場合は、翌日の火曜日）午前9時から午後0時30分まで,,https://www.city.toshima.lg.jp/150/kurashi/gomi/shigen/013326.html,16
toshima,豊島区,2,回収拠点,区民ひろば仰高,駒込4-12-3,毎月第4月曜日（祝日の場合は、翌日の火曜日）午前9時から午後0時30分まで,,https://www.city.toshima.lg.jp/150/kurashi/gomi/shigen/013326.html,16
