自治体ID,自治体名,row_no,行種別,施設名,所在地,備考,施設URL,自治体ホームページURL,セクション順
adachi,足立区,2,回収拠点,保塚地域学習センター,保塚町７番１６号,毎月第３土曜日 午前９時から正午まで,,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
adachi,足立区,3,回収拠点,鹿浜地域学習センター,鹿浜六丁目８番１号,毎月第３土曜日 午前９時から正午まで,,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
adachi,足立区,4,回収拠点,足立区役所本庁舎,中央本町一丁目１７番１号,毎月第３土曜日 午前９時から正午まで,,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
adachi,足立区,5,回収拠点,あだち産業センター,千住一丁目５番７号,毎月第３土曜日 午前９時から正午まで,,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
adachi,足立区,6,回収拠点,足立区役所本庁舎 ごみ減量推進課,中央本町一丁目１７番１号,平日午前８時３０分から午後５時まで,,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
adachi,足立区,7,回収拠点,イトーヨーカドー アリオ西新井店,西新井栄町一丁目２０番１号,民間施設,https://stores.itoyokado.co.jp/239,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
adachi,足立区,8,回収拠点,ヨークフーズ 梅島店,梅島二丁目３１番２６号,民間施設,https://www.york-inc.com/store/umezima.html,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
adachi,足立区,9,回収拠点,ヨークプライス 西新井店,興野一丁目１２番７号,民間施設,https://www.york-inc.com/store/nisiarai.html,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
adachi,足立区,10,回収拠点,イトーヨーカドー 綾瀬店,綾瀬三丁目４番２５号,民間施設,https://stores.itoyokado.co.jp/117,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
adachi,足立区,11,回収拠点,ヨークフーズ 千住店,千住三丁目２番地,民間施設,https://www.york-inc.com/store/senjyu.html,https://www.city.adachi.tokyo.jp/gomi/syokuyouaburakaisyuu.html,21
katsushika,葛飾区,1,回収拠点,葛飾区役所（区役所1階正面玄関横）,立石5-13-1,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,2,回収拠点,立石地区センター,立石3-12-1,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,3,回収拠点,東立石地区センター,東立石2-15-7,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,4,回収拠点,東四つ木地区センター,東四つ木1-20-4,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,5,回収拠点,四つ木地区センター,宝町1-1-22,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,6,回収拠点,堀切地区センター,堀切3-8-5,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,7,回収拠点,南綾瀬地区センター,堀切7-8-22,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,8,回収拠点,お花茶屋地区センター,お花茶屋2-1-12,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,9,回収拠点,青戸地区センター,青戸5-20-6,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,10,回収拠点,新小岩北地区センター,東新小岩6-21-1,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,11,回収拠点,新小岩地区センター,新小岩2-17-1,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,12,回収拠点,奥戸地区センター,奥戸3-9-17,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,13,回収拠点,高砂地区センター,高砂3-1-39,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,14,回収拠点,柴又地区センター,柴又1-38-2,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,15,回収拠点,新宿地区センター,新宿4-1-10,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,16,回収拠点,金町地区センター,東金町1-22-1,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,17,回収拠点,東金町地区センター,東金町5-33-6,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,18,回収拠点,水元地区センター,水元3-13-22,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,19,回収拠点,西水元地区センター,西水元5-3-1,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,20,回収拠点,鎌倉図書館,鎌倉2-4-5,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,21,回収拠点,亀有学び交流館,お花茶屋3-5-6,,,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,22,回収拠点,イトーヨーカドーアリオ亀有店,亀有3-49-3,民間施設,https://stores.itoyokado.co.jp/234,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,23,回収拠点,イトーヨーカドー亀有駅前店,亀有3-26-1,民間施設,https://stores.itoyokado.co.jp/168,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,24,回収拠点,イトーヨーカドー高砂店,高砂3-12-5,民間施設,https://stores.itoyokado.co.jp/019,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,25,回収拠点,イトーヨーカドー四つ木店,四つ木2-21-1,民間施設,https://stores.itoyokado.co.jp/153,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,26,回収拠点,ヨークフーズ立石店,立石1-18-3,民間施設,https://www.york-inc.com/store/tateishi.html,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
katsushika,葛飾区,27,回収拠点,ヨークマート青戸店,青戸2-20-6,民間施設,https://www.york-inc.com/store/aoto.html,https://www.city.katsushika.lg.jp/kurashi/1000062/1023018/1023047.html,22
edogawa,江戸川区,1,回収拠点,イトーヨーカドーアリオ葛西店,東葛西９丁目３−３,民間施設,https://stores.itoyokado.co.jp/195,https://www.city.edogawa.tokyo.jp/e025/kurashi/gomi_recycle/gomigenryo/abura.html,23
edogawa,江戸川区,2,回収拠点,イトーヨーカドー小岩店,西小岩１丁目２４−１,民間施設,https://stores.itoyokado.co.jp/094,https://www.city.edogawa.tokyo.jp/e025/kurashi/gomi_recycle/gomigenryo/abura.html,23
hachioji,八王子市,1,回収拠点,イトーヨーカドー八王子店,狭間町1462-1,民間施設,https://stores.itoyokado.co.jp/197,https://www.city.hachioji.tokyo.jp/kurashi/gomi/001/001/p033351.html,24
hachioji,八王子市,2,回収拠点,イトーヨーカドー南大沢店,南大沢2-28-1,民間施設,https://stores.itoyokado.co.jp/186,https://www.city.hachioji.tokyo.jp/kurashi/gomi/001/001/p033351.html,24
musashino,武蔵野市,1,回収拠点,イトーヨーカドー武蔵境店 東館1階サービスカウンター,境南町2-2-20,民間施設,https://stores.itoyokado.co.jp/083,,25
mitaka,mitaka,1,回収拠点,青梅市リサイクルセンター,新町６丁目９番地の１,月曜日～金曜日（祝日、年末年始は除く）及び日曜日、午前9時～午後4時,,https://www.city.ome.tokyo.jp/soshiki/23/1041.html,26
fuchu,府中市,1,説明,,,表形式の回収拠点一覧なし,,https://www.city.fuchu.tokyo.jp/kurashi/gomirisaikuru/dashikata/kateigomi/gominodasikata.html,27
akishima,昭島市,1,回収拠点,環境コミュニケーションセンター,美堀町3-8-1,〇平日（年末年始を除く） 午前8時45分から午前11時30分まで 午後1時から午後4時まで 〇第1・3日曜日、祝日（土曜日を除く） 午前8時45分から午前11時30分まで 午後1時から午後3時30分まで,,https://www.city.akishima.lg.jp/s072/010/010/010/20250502120112.html,28
akishima,昭島市,2,回収拠点,イトーヨーカドー昭島店,代官山２丁目３−１,民間施設,https://stores.itoyokado.co.jp/121,https://www.city.akishima.lg.jp/s072/010/010/010/20250502120112.html,28
chofu,調布市,1,回収拠点,金子地域福祉センター,西つつじヶ丘4丁目43番地3,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,2,回収拠点,西部地域福祉センター,上石原2丁目15番地6,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,3,回収拠点,調布ケ丘地域福祉センター,調布ケ丘3丁目58番地2,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,4,回収拠点,染地地域福祉センター,染地3丁目3番地1,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,5,回収拠点,緑ケ丘地域福祉センター,緑ケ丘2丁目18番地49,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,6,回収拠点,菊野台地域福祉センター,菊野台1丁目38番地1,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,7,回収拠点,富士見地域福祉センター,富士見町4丁目15番地6,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,8,回収拠点,下石原地域福祉センター,下石原3丁目72番地1,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,9,回収拠点,入間地域福祉センター,入間町1丁目13番地2,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,10,回収拠点,深大寺地域福祉センター,深大寺北町2丁目40番地1,毎月第4土曜日の午前9時～11時30分に実施,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,11,回収拠点,キッチンコート 西調布店,下石原3-11-1,民間施設,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,12,回収拠点,京王ストア 仙川店,仙川町1-43-1,民間施設,,https://www.city.chofu.lg.jp/070030/p041239.html,29
chofu,調布市,13,回収拠点,イトーヨーカドー 国領店,国領町8-2-64,民間施設,https://stores.itoyokado.co.jp/226,https://www.city.chofu.lg.jp/070030/p041239.html,29
machida,町田市,1,回収拠点,リサイクル広場まちだ,木曽東2-1-1,月曜日から土曜日（祝休日・年末年始を除く）の午前9時30分から午後3時30分,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,2,回収拠点,成瀬クリーンセンター,南成瀬8-1-1,毎月第1土曜日（祝日・年末年始を除く）1月3日は開催いたしません,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,3,回収拠点,山崎団地名店街,山崎町2200山崎団地名店街中央,毎月第2火曜日（祝日を除く）,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,4,回収拠点,玉川学園商店会,玉川学園2-7-4付近,毎月第2水曜日（祝日を除く）,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,5,回収拠点,鶴川市民センター,大蔵町1981-4,毎月第2土曜日（祝日を除く）,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,6,回収拠点,町田市庁舎【正面入口の外側】,森野2-2-22,毎月第3水曜日（祝日を除く),,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,7,回収拠点,成瀬団地商店会,成瀬7-10-6付近,毎月第3木曜日（祝日を除く）,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,8,回収拠点,子どもセンターばあん,金森4-5-7,毎月第3土曜日（祝日を除く）,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,9,回収拠点,町田市バイオエネルギーセンター,下小山田町3160,毎月第3土曜日（祝日を除く）,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,10,回収拠点,鶴川団地センター名店街広場,鶴川6-7-4,毎月第4土曜日（祝日を除く）,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,11,回収拠点,相原中央公園,相原町2018,毎月第4土曜日（祝日を除く）,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,12,回収拠点,リサイクル広場・真光寺,真光寺3-2の1,毎週日曜日（第5日曜日と年末年始を除く）12月28日と1月4日は開催いたしません,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
machida,町田市,13,回収拠点,リサイクル広場・根岸,根岸2-7-1,毎月第3日曜日,,https://www.city.machida.tokyo.jp/kurashi/kankyo/gomi/event/recycle/risaikuruhiroba.html,30
koganei,小金井市,1,回収拠点,イトーヨーカドー武蔵小金井店,本町６丁目１４−９,民間施設,https://stores.itoyokado.co.jp/242,,31
koganei,小金井市,2,回収拠点,ヨークフーズ 東小金井店,梶野町５丁目１０−１,民間施設,https://www.york-inc.com/store/higashikoganei.html,,31
kodaira,小平市,1,回収拠点,小平市リサイクルセンター,小川東町5－19－10,土日・祝日・年末年始を除く8時30分から17時まで,,https://www.city.kodaira.tokyo.jp/kurashi/043/043028.html,32
kodaira,小平市,2,回収拠点,小川町一丁目児童館,小川町1－3045,,,https://www.city.kodaira.tokyo.jp/kurashi/043/043028.html,32
kodaira,小平市,3,回収拠点,小川町二丁目児童館,小川町2－1154,,,https://www.city.kodaira.tokyo.jp/kurashi/043/043028.html,32
kodaira,小平市,4,回収拠点,花小金井南児童館,花小金井南町3－31－17,,,https://www.city.kodaira.tokyo.jp/kurashi/043/043028.html,32
higashimurayama,東村山市,1,回収拠点,秋水園,秋津町4丁目17番地1,祝日を含む月曜日から金曜日 午前8時30分から午後5時まで,,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/oshirase/aburakatabura.html,33
higashimurayama,東村山市,2,回収拠点,東村山市役所,本町1丁目2番地3,祝日を除く月曜日から金曜日 午前8時30分から午後5時まで,,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/oshirase/aburakatabura.html,33
higashimurayama,東村山市,3,回収拠点,美住リサイクルショップ展示室入口,美住町2丁目11番地32,祝日を除く月・火・木曜日から日曜日 午前9時から午後5時まで,,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/oshirase/aburakatabura.html,33
higashimurayama,東村山市,4,回収拠点,TAC東村山スポーツセンター,久米川町3丁目30番地5,全日 午前8時30分から午後10時30分まで,,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/oshirase/aburakatabura.html,33
higashimurayama,東村山市,5,回収拠点,萩山公民館,萩山町2丁目15番地1,一部祝日を除く火曜日から日曜日 午前9時から午後10時まで,,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/oshirase/aburakatabura.html,33
higashimurayama,東村山市,6,回収拠点,廻田公民館,廻田町4丁目19番地1,一部祝日を除く火曜日から日曜日 午前9時から午後10時まで,,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/oshirase/aburakatabura.html,33
higashimurayama,東村山市,7,回収拠点,富士見公民館,富士見町5丁目4番地51,一部祝日を除く火曜日から日曜日 午前9時から午後10時まで,,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/oshirase/aburakatabura.html,33
higashimurayama,東村山市,8,回収拠点,イトーヨーカドー東村山店,本町２丁目2−１９,民間施設,https://stores.itoyokado.co.jp/064,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/oshirase/aburakatabura.html,33
higashimurayama,東村山市,9,回収拠点,ヨークフーズ東村山店,恩多町５丁目４７−５,民間施設,https://www.york-inc.com/store/higasimurayama.html,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/oshirase/aburakatabura.html,33
kokubunji,国分寺市,1,回収拠点,第四小学校,西元町１丁目８−１,毎週 月曜日・木曜日（年末年始を除く）午前8時30分～午前11時30分,,https://www.city.kokubunji.tokyo.jp/kurashi/1011327/1011670/1024545.html,34
kokubunji,国分寺市,2,回収拠点,本多公民館,本多１丁目７−１,毎週 月曜日・木曜日（年末年始を除く）午前8時30分～午前11時30分,,https://www.city.kokubunji.tokyo.jp/kurashi/1011327/1011670/1024545.html,34
kokubunji,国分寺市,3,回収拠点,もとまち公民館,東元町２丁目３−１３,毎週 月曜日・木曜日（年末年始を除く）午前8時30分～午前11時30分,,https://www.city.kokubunji.tokyo.jp/kurashi/1011327/1011670/1024545.html,34
kokubunji,国分寺市,4,回収拠点,第二小学校,光町３丁目１,毎週 火曜日・金曜日（年末年始を除く）午前8時30分～午前11時30分,,https://www.city.kokubunji.tokyo.jp/kurashi/1011327/1011670/1024545.html,34
kokubunji,国分寺市,5,回収拠点,並木公民館,並木町２丁目１２−３,毎週 火曜日・金曜日（年末年始を除く）午前8時30分～午前11時30分,,https://www.city.kokubunji.tokyo.jp/kurashi/1011327/1011670/1024545.html,34
kokubunji,国分寺市,6,回収拠点,ともしび工房,西恋ケ窪４丁目１０−２,平日（年末年始を除く）午前8時30分～正午、午後1時～午後4時,,https://www.city.kokubunji.tokyo.jp/kurashi/1011327/1011670/1024545.html,34
kokubunji,国分寺市,7,回収拠点,西町地域センター,西町３丁目２２－１,毎週 火曜日・金曜日（年末年始を除く）午前8時30分～午前11時30分,,https://www.city.kokubunji.tokyo.jp/kurashi/1011327/1011670/1024545.html,34
kunitachi,国立市,1,回収拠点,国立地域コラボ プラムジャム,富士見台1-7-1,毎週金曜日10時から15時のみ受付,,https://www.city.kunitachi.tokyo.jp/soshiki/Dept05/Div03/Sec01/gyomu/0434/0436/0437/1464586563604.html,35
kunitachi,国立市,2,回収拠点,市役所ごみ減量課清掃係,富士見台2-47-1 1階17番窓口,開庁日のみ受付,,https://www.city.kunitachi.tokyo.jp/soshiki/Dept05/Div03/Sec01/gyomu/0434/0436/0437/1464586563604.html,35
kunitachi,国立市,3,回収拠点,国立市環境センター,谷保6-26-17,9時から12時、13時から16時のみ受付,,https://www.city.kunitachi.tokyo.jp/soshiki/Dept05/Div03/Sec01/gyomu/0434/0436/0437/1464586563604.html,35
fussa,福生市,1,説明,,,表形式の回収拠点一覧なし,,https://www.city.fussa.tokyo.jp/life/recycle/1017547/1020226.html,36
higashiyamato,東大和市,1,回収拠点,イトーヨーカドー東大和店,東大和市桜が丘2-142-1,民間施設,https://stores.itoyokado.co.jp/218,https://www.city.higashiyamato.lg.jp/kurashi/gomirecycle/1001947/1010806.html,37
kiyose,清瀬市,1,回収拠点,清瀬市役所1階（駐車場最寄り入口）,中里５丁目８４２,,,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013959.html,38
kiyose,清瀬市,2,回収拠点,松山地域市民センター,松山２丁目６−２５,,,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013959.html,38
kiyose,清瀬市,3,回収拠点,野塩地域市民センター,野塩１丁目３２２−２,,,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013959.html,38
kiyose,清瀬市,4,回収拠点,下宿地域市民センター,下宿２丁目５２４−１,,,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013959.html,38
kiyose,清瀬市,5,回収拠点,中里地域市民センター,中里4丁目１３０１,,,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013959.html,38
kiyose,清瀬市,6,回収拠点,中清戸地域市民センター,中清戸４丁目８４７ 都営中清戸四丁目アパート５号棟,,,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013959.html,38
kiyose,清瀬市,7,回収拠点,竹丘地域市民センター,竹丘１丁目１１−１ 都営清瀬竹丘一丁目アパート１号棟,,,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013959.html,38
kiyose,清瀬市,8,回収拠点,清瀬けやきホール,元町１丁目６−６ 清瀬けやきホール 3階,,,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013959.html,38
kiyose,清瀬市,9,回収拠点,コミュニティプラザひまわり,下清戸１丁目２１２−４,,,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013959.html,38
higashikurume,東久留米市,1,回収拠点,イトーヨーカドー東久留米店,本町3-8-1,民間施設,https://stores.itoyokado.co.jp/165,https://www.city.higashikurume.lg.jp/kurashi/kankyo/shigen/1018175/1024521.html,39
musashimurayama,武蔵村山市,1,回収拠点,市役所本庁舎（1階）,本町1-1-1,,,https://www.city.musashimurayama.lg.jp/kurashi/gomi/1011989/1021743.html,40
musashimurayama,武蔵村山市,2,回収拠点,残堀・伊奈平地区会館（1階・3階）,残堀1-60-3,,,https://www.city.musashimurayama.lg.jp/kurashi/gomi/1011989/1021743.html,40
musashimurayama,武蔵村山市,3,回収拠点,緑が丘出張所,緑が丘1460 1104号棟,,,https://www.city.musashimurayama.lg.jp/kurashi/gomi/1011989/1021743.html,40
musashimurayama,武蔵村山市,4,回収拠点,イオンモールむさし村山 インフォメーションセンター（2階）,榎1-1-3,民間施設,,https://www.city.musashimurayama.lg.jp/kurashi/gomi/1011989/1021743.html,40
musashimurayama,武蔵村山市,5,回収拠点,ダイエー武蔵村山店 セルフレジ付近（1階）,伊奈平3-36-1,民間施設,,https://www.city.musashimurayama.lg.jp/kurashi/gomi/1011989/1021743.html,40
tama,多摩市,1,回収拠点,京王ストア桜ヶ丘店,関戸1-11-1,民間施設,,,41
tama,多摩市,2,回収拠点,京王ストア多摩センター店,落合1-10-1京王多摩センターSC1階東側,民間施設,,,41
tama,多摩市,3,回収拠点,エコにこセンター,唐木田2-1-1多摩清掃工場併設,多摩ニュータウン環境組合構成市（八王子市・町田市・多摩市）の市民のみ,,,41
tama,多摩市,4,回収拠点,イトーヨーカドー多摩センター店,落合１丁目４４,民間施設,https://stores.itoyokado.co.jp/095,,41
inagi,稲城市,1,回収拠点,京王ストア稲城店,東長沼3107-4,民間施設,,https://www.city.inagi.tokyo.jp/kurashi/gomi/1005149/1012326.html,42
hamura,羽村市,1,回収拠点,市役所1階,緑ヶ丘５丁目２−１,月曜日から金曜日（祝日除く）の午前8時30分から午後5時、毎月第2・第4土曜日の午前8時30分から正午,,https://www.city.hamura.tokyo.jp/0000019626.html,43
hamura,羽村市,2,回収拠点,リサイクルセンター,羽４２２１−１,月曜日から金曜日（祝日除く）の午前9時から午後4時、毎月第1日曜日の午前9時から午前11時45分・午後1時から午後4時,,https://www.city.hamura.tokyo.jp/0000019626.html,43
nishitokyo,西東京市,1,回収拠点,ヨークフーズ 保谷店,東町１丁目１１−２８,民間施設,https://www.york-inc.com/store/houya.html,https://www.city.nishitokyo.lg.jp/kurasi/gomi_recycle/shushu/bunbetsu/haishoku.html,44
mizuho,瑞穂町,1,回収拠点,ジョイフル本田瑞穂店,大字殿ケ谷442番地,民間施設,,,45
hinohara,檜原村,1,説明,,,檜原村では戸別回収を実施しています,,https://www.vill.hinohara.tokyo.jp/0000000004.html,46
